学校	专业	URL
中山大学南方学院  网络与新媒体  http://wcy.nfu.edu.cn/a/xueyuangaikuang/zhuanyeshezhi/wangluoyuxinmeitix/
上海外国语大学	网络与新媒体	http://admissions.shisu.edu.cn/0f/16/c643a3862/page.htm
